pos	jugador	club 	puntos	categoria
2724	Paz, Pablo Ariel	Estacion Ping Pong	650	7
2725	D'Ippolito, Sergio	Club Urquiza	650	7
2726	Saquero, Pablo	Instituto Cia. Maria	650	7
2727	Faiella, German	Top Serrano	650	7
2728	Aldorino, Nicolas	La Legión TDM	650	7
2729	Rodriguez Moyano, Tomas	U.V.V.A.	650	7
2730	Stassi, Tomas A.	Ateneo de Versailles	650	7
2731	Williams, Julian	Inst.Atlet. Cultural	650	7
2732	Acosta, Gaston	Peretz	650	7
2733	Montiel, Agustin	Ateneo de Versailles	650	7
2734	Mutal, Alejo	River Plate	650	7
2735	Salusso, Alexia	Lourdes	650	7
2736	Brun, Lucas	Top Minc	649	7
2737	Guerrero Garcia, Yasef D.	Inst.Atlet. Cultural	649	7
2738	Ramirez, Leandro	Oeste TDM	648	7
2739	Perez Amarilla, Gabriel	Spin TDM	648	7
2740	Nakasone, Javier	Libre	648	7
2741	Quiceno, Guillermo	AsociacionYabrudense	648	7
2742	Vilaplana, Santiago	Ferrocarril Oeste	647	7
2743	Gorbach, Flavio	CTDM Nizetich	647	7
2744	Britos, Facundo E.	Intendente Agüero	647	7
2745	Cordero, Orlando	Social Club TDM	647	7
2746	Blufstein, Brian	Ateneo de Versailles	647	7
2747	Goiriz, Federico Gabriel	Zenit	646	7
2748	Martire, Daniel A	Circulo Campano	646	7
2749	Piaggio, Nicolas	CTDM Nizetich	646	7
2750	Lucero, Ramiro	Oeste TDM	646	7
2751	Zizzeta, Nicolas	Inst.Atlet. Cultural	646	7
2752	Russo, Emiliano	Padilla	645	7
2753	Lavieri Daireaux, Lorenzo	Ateneo de Versailles	645	7
2754	Ditzel, Thiago	Oeste TDM	645	7
2755	Tirri, Javier	River Plate	645	7
2756	Brudny, Diego E.	Macabi	644	7
2757	Schahab, Alejandro G.	Estacion Ping Pong	644	7
2758	Lapalma, Dylan	GTM	644	7
2759	Frohmann, Ricardo	Spin TDM	643	7
2760	Dominguez, Luis A.	La Legión TDM	643	7
2761	Miño, Angel	Tigre TDM	643	7
2762	Grotteschi, Eduardo	CASA de Padua	642	7
2763	Saisi, Tobias	Ingeniero Acosta	642	7
2764	Ibarra, Darío	Inst.Atlet. Cultural	641	7
2765	Hernandez, Carlos Alfredo	La Legión TDM	641	7
2766	Fuentes, Guido	River Plate	641	7
2767	Aladro, Ignacio	Atlanta	641	7
2768	Reda, Mateo	CTDM Nizetich	640	7
2769	Macas Macias, Ariel	Atlanta	640	7
2770	Delfino, Diego	Spin TDM	639	7
2771	Apaza, Rodrigo	U.V.V.A.	639	7
2772	Szuldman, Ezequiel	Macabi	638	7
2773	Escalante, Maximiliano	Fenix	638	7
2774	Sosa, Nicolas E.	Tigre TDM	638	7
2775	Rios, Facundo	Ingeniero Acosta	638	7
2776	Recalde, Adrian	Zenit	637	7
2777	Quintana, Jorge	Club Urquiza	637	7
2778	Russo, Ruben	CAVA	637	7
2779	Uboldi, Andres	Club Urquiza	637	7
2780	Trujillo Palacio, Samantah	Alvear Club	637	7
2781	Kamarauskas, Rodolfo	Intendente Agüero	636	7
2782	Gomez, Jeremias	Libre	636	7
2783	Russo, Nicolas Manuel	Nichia Gakuin	636	7
2784	Spinelli, Tomas Emmanuel	Tigre TDM	636	7
2785	Malm Green, Francisco	Padilla	636	7
2786	Nitoda, Yoshifumi	La Legión TDM	636	7
2787	Acenelli, Joaquín	San Lorenzo	635	7
2788	Alvino, Antonio	CASA de Padua	635	7
2789	Varela, Jorge	Banco Nacion	635	7
2790	Starosta, Ramiro	GTM	634	7
2791	Malale, Leonel	Atlanta	634	7
2792	Fantini, Carlos N.	Ateneo de Versailles	634	7
2793	Pueyo, Matias A.	Social Club TDM	634	7
2794	Passera, Norberto	Top Minc	633	7
2795	Peralta, Demian	Libre	633	7
2796	Aguirre, Joaquin	Social Club TDM	633	7
2797	Marcovich, Andrés	Fenix	633	7
2798	Soto, Gerardo	San Lorenzo	633	7
2799	Maciel, Rodrigo	Peñarol	632	7
2800	Serra, Juan	Nichia Gakuin	632	7
2801	Rodriguez Roge, Leonardo	Gimnasty	631	7
2802	Diaz, Gonzalo	Oeste TDM	630	7
2803	Torrellas, Jordi A	CASA de Padua	630	7
2804	Beker, Dylan	Atlanta	630	7
2805	Mayo, Andres	Instituto Cia. Maria	630	7
2806	Degiuseppe, Franco G.	Top Minc	629	7
2807	Vester, Daniel	Torre Tanque TDM	629	7
2808	Hurevich, Mariano	River Plate	628	7
2809	Krasmansky, Lucas	Adrogue Sith Spin	628	7
2810	Balas, Andres	CASA de Padua	627	7
2811	Ventura, Pablo F.	Fulgor Villa Crespo	627	7
2812	Vallejos, Javier	Nikkei TDM	627	7
2813	Gerez, Marcelo	Club Italiano JCPaz	626	7
2814	Quintana, Mariano	Nikkei TDM	626	7
2815	Kohan, Mauricio	Fenix	625	7
2816	Fernandez, Gustavo	Adrogue Sith Spin	624	7
2817	Izquierdo, Francisco A	Libre	624	7
2818	Mechura, Julian	Gimnasty	624	7
2819	Rojas, Milagro Nicol	Social Club TDM	624	7
2820	Albarracin, Claudio	CEDIMA	624	7
2821	Heredia, Edgardo	Tigre TDM	624	7
2822	Fiszman, Mariano	Atlanta	623	7
2823	Molina, Mariano	Cedem nº 2	623	7
2824	Restaino, Marcelo	Estacion Ping Pong	623	7
2825	Iwakura, Elton N.	Top Minc	623	7
2826	Burroni, Federico	Boca Juniors	623	7
2827	Czaban, Basilio	Zenit	623	7
2828	Gomez, Derek Demian	La Huella	622	7
2829	Garcia, Nicolas H.	CASA de Padua	622	7
2830	Flores Varela, Juan Manuel	Asoc. Jap. Burzaco	622	7
2831	Solari Vitali, Eduardo J.	CAVA	621	7
2832	Brandan, Lucas	Oeste TDM	621	7
2833	Gutierrez, Juan Andres	Bersie TDM	621	7
2834	Tenenbaum, Alan	Sociedad Hebraica	621	7
2835	Sanchez, Rosana G.	CEDIMA	621	7
2836	Aldao, Adrian N	Social Club TDM	620	7
2837	Freire, Esteban	Def. Santos Lugares	620	7
2838	Montenegro, Benjamin	TMR	620	7
2839	Lopez, Diego	Alvear Club	620	7
2840	Coria, Agustin	Estacion Ping Pong	620	7
2841	Maldonado, Martin	La Legión TDM	620	7
2842	Soria, Alejandro	Asoc. Jap. Burzaco	620	7
2843	Folino, Sergio	Asoc. Jap. Burzaco	620	7
2844	Valado, Nahuel	Alvear Club	619	7
2845	Tamaki, Eduardo	GTM	619	7
2846	Urruty Fiuza, Leonardo	AsociacionYabrudense	619	7
2847	Albariño, Pablo	Alvear Club	619	7
2848	Dominguez, Rodrigo José	Ferrocarril Oeste	618	7
2849	Ponce, Jonas	Libre	618	7
2850	Zayat, Martin	Nikkei TDM	618	7
2851	Aravena, Milton	La Legión TDM	618	7
2852	Saenz, David	CASA de Padua	617	7
2853	Di Corrado, Gustavo	River Plate	617	7
2854	Vento Cunha, Eligio G.	CEDIMA	617	7
2855	Brunskole, Nicolas	La Legión TDM	617	7
2856	Soto, Aldo H.	Gimnasty	617	7
2857	Leven, Jose Alberto	Atlanta	616	7
2858	Rodio, Agustin	CASA de Padua	615	7
2859	Bocca Di Fuocco, Gabriel	Intendente Agüero	615	7
2860	Gutierrez Cabrera, Marylin	Top Minc	614	7
2861	Avellaneda, Leandro	TMR	614	7
2862	Riestra, Gabriel	Padilla	614	7
2863	Ducau, Lucas	Fenix	614	7
2864	Jamilis, Eliel Dan	Sociedad Hebraica	614	7
2865	Amigorena, Ramiro	Instituto Cia. Maria	613	7
2866	Mantovano, Micaela	Alvear Club	613	7
2867	Posniak, Darío Hernán	Atlanta	612	7
2868	Stella, Luis	River Plate	612	7
2869	Lopez Garro, Roman	CTDM Nizetich	612	7
2870	Giannone, Hernan	Boca Juniors	612	7
2871	Godoy, Maurizio E.	Libre	611	7
2872	Roson, Ezequiel	Top Minc	610	7
2873	Ochoa, Diego I.	Circulo Campano	610	7
2874	Carrizo Lopez, Denisse Celeste	Ferrocarril Oeste	609	7
2875	Moavro, Fernando E.	Club Italiano JCPaz	609	7
2876	Aburto, Mario	Libre	608	7
2877	Castrovinci, Carina	River Plate	608	7
2878	Morikone, Cecilia	TMR	608	7
2879	Fernandez, Isidro	Libre	607	7
2880	Rodriguez Salem, Lucia	Gimnasty	607	7
2881	Wilmans, Lautaro	CEDIMA	607	7
2882	Gomez, Claudia	Ferrocarril Oeste	606	7
2883	Scrocco, Lucas	San Lorenzo	606	7
2884	Massare, Bruno	Fenix	606	7
2885	Fossatti, Jose	San Lorenzo	605	7
2886	Pringe, Hernan	La Legión TDM	605	7
2887	Otalvares, Ezequiel	Boca Juniors	604	7
2888	Lopez Torres, Axel	River Plate	603	7
2889	Guillardoy, Agustin	Circulo Campano	602	7
2890	Santostefano, Juan Jose	Libre	602	7
2891	Maldonado, Romeo	Social Club TDM	602	7
2892	Ortiz, Franco	CEDIMA	601	7
2893	Paredes, Milcar	San Lorenzo	601	7
2894	Soria, Facundo	Alvear Club	601	7
2895	Villegas, Lautaro	Tigre TDM	601	7
2896	Burstein, Tomas	Macabi	601	7
2897	De Palma, Guadalupe	Peñarol	600	7
2898	Torrisi, Federico	Yupanqui	600	7
2899	Medina, Pablo Oscar	Adrogue Sith Spin	600	7
2900	Jang, Rodrigo	Libre	600	7
2901	Morales, Jorge	Libre	600	7
2902	Nuñez, Lautaro	Escuela Cangallo	600	7
2903	Foltino, Aldo	C.N. Bouchardo	600	7
2904	Alegre, Rocio	Zenit	600	7
2905	Alfonsi, Lucas	Zenit	600	7
2906	Lagraña, Jeremias	Zenit	600	7
2907	Otero, Tomas	Rioja	600	7
2908	Azuaga, Oscar	Social Club TDM	600	7
2909	Chinen, Claudia N.	Estacion Ping Pong	600	7
2910	Vilar, Federico	Instituto Cia. Maria	600	7
2911	Soler, Claudio	Jorge Newbery TDM	600	7
2912	Gomez, Matias	Bersie TDM	600	7
2913	Ruau, Sergio	Libertad	600	7
2914	Cia, Claudio	Bar Ping Pong NTE	600	7
2915	Rosental Manteola, Milo	GTM	600	7
2916	Torres, Daniel	Oeste TDM	600	7
2917	Caneda, TOmas	Oeste TDM	600	7
2918	Pejnovic, Emiliano	Libre	599	7
2919	Coelho Costa, Lucas D.	Club La Quinta	599	7
2920	Nieva, Matias	TMR	599	7
2921	Vergara, Sergio	Oeste TDM	598	7
2922	Gaisler, Agustin	Libre	598	7
2923	Gerpe, Santiago D.	CASA de Padua	598	7
2924	Chalukian, Giselle	Spin TDM	597	7
2925	Ibañez, Martin	La Huella	597	7
2926	Pereira, Gonzalo	Libre	597	7
2927	Ramos, Christian E.	Inst.Atlet. Cultural	597	7
2928	Ferrara, Eduardo	Fulgor Villa Crespo	597	7
2929	Cabrera, Lina Fernanda	Ateneo de Versailles	596	7
2930	Garofalo, Damian	Padilla	596	7
2931	Maekanehisa, Senri	Asoc. Jap. Burzaco	596	7
2932	Fernandez, Agustin	Libre	595	7
2933	Martinez Rizzi, Martín	Atlanta	594	7
2934	Miller, Milagros	Oeste TDM	594	7
2935	Korman, Leandro	Nikkei TDM	594	7
2936	Aponte, Chenee	La Legión TDM	594	7
2937	Greco, Diego E.	Torre Tanque TDM	594	7
2938	Bounos, Ian Evangelos	Atlanta	593	7
2939	Exposito, Marcos	Ferrocarril Oeste	593	7
2940	Florio, Dario Anibal	Bar Ping Pong NTE	593	7
2941	Paic Perez, Tomas	Ingeniero Acosta	593	7
2942	Salaberry, Javier S.	Peretz	593	7
2943	Rabinowicz, Eliana	Macabi	592	7
2944	Muñoz, Lautaro	GTM	592	7
2945	Helmer, Marcelo	La Legión TDM	592	7
2946	Maleplate, Juan Pablo	Libre	592	7
2947	Keizman, Graciela Rut	Alvear Club	592	7
2948	Dagorret, Lautaro	Libertad	592	7
2949	Paolini, Jose Luis	Estacion Ping Pong	592	7
2950	Espil, Ana	La Legión TDM	591	7
2951	Gambaro, Ruben N	Ateneo de Versailles	591	7
2952	Fantini, Nicolas M.	Ateneo de Versailles	591	7
2953	Pecora, Paulo	La Legión TDM	591	7
2954	Serrano, Lucas	Ateneo de Versailles	591	7
2955	Sclar, Gabriel	Torre Tanque TDM	591	7
2956	Polimeni, Diego	Ateneo de Versailles	590	7
2957	Lasa, Tomas	Tigre TDM	590	7
2958	Caro, Miller	Instituto Cia. Maria	590	7
2959	Goldberg, Andres	Nichia Gakuin	590	7
2960	Barmak, Martin	Atlanta	590	7
2961	Goldberg, Matías	Spin TDM	589	7
2962	Lanciotti, Jorge Sebastián	Atlanta	589	7
2963	Colazo, Pablo	Oeste TDM	588	7
2964	Acuña, Alvaro Elias	Libre	588	7
2965	Rebuffi, Franco	Estacion Ping Pong	588	7
2966	Palma, Maximiliano	Jorge Newbery TDM	588	7
2967	Vanrell, Adrian J.	Top Minc	588	7
2968	Cohen, Uriel	Cedem nº 2	587	7
2969	Lavalle, Santiago	Nikkei TDM	587	7
2970	Aidar, Javier	Spin TDM	587	7
2971	Herrera, Mariano	CASA de Padua	586	7
2972	Rodriguez, Roberto	Libre	586	7
2973	Salgado, Ignacio	Adrogue Sith Spin	586	7
2974	Saldivia, Luciano	Padilla	586	7
2975	Antunez, Osvaldo	CASA de Padua	586	7
2976	Avila, Maria Luz	Zenit	585	7
2977	Romero, Thiago M.	Oeste TDM	585	7
2978	Lopez Espinar, Luis	Libre	583	7
2979	Ferrari, Marcelo O.	Inst.Atlet. Cultural	583	7
2980	Juri, Leandro	Fenix	583	7
2981	Pozzato, Alejo Martin	Ateneo de Versailles	582	7
2982	Celotti, Luca	Peñarol	582	7
2983	Mieli, Julian	TMR	582	7
2984	Dominguez, Mirko	GTM	582	7
2985	Berrojalbiz, Rodrigo	Libertad	582	7
2986	Castro, Hernan Martin	Ateneo de Versailles	581	7
2987	Paniagua, David	Peñarol	581	7
2988	Cardone, Facundo	Social Club TDM	581	7
2989	Zolezzi, Aldo F	CAVA	580	7
2990	Sansone, Federico	Libre	580	7
2991	Di Tomas, Santino	Atlanta	580	7
2992	De Bonis, Ulises	U.V.V.A.	580	7
2993	Acuña Viera, Dilan A.	CEDIMA	580	7
2994	Torres, Hugo B	Libre	579	7
2995	Ledezma, Lucas	Libre	579	7
2996	Gonzalez, Ezequiel	Libre	579	7
2997	Musacchio, Juan Agustin	Tigre TDM	579	7
2998	Muñoz, Nelson	La Legión TDM	578	7
2999	Merbilhaa, Mauro A	Libre	578	7
3000	Contrera, Marco	Libre	578	7
3001	Zanzol, Andres	Libre	578	7
3002	Acosta, Nicolas	Libre	578	7
3003	Leon, Mauro A	Libre	578	7
3004	Ikemiya, Emilio	Social Club TDM	578	7
3005	Bernasconi, Tomas	CTDM Nizetich	578	7
3006	Bouzas, Marcelo	Padilla	577	7
3007	Marc, Lucas	Libertad	577	7
3008	Bogado, Rodrigo	Libre	576	7
3009	Ojeda, Facundo	Libre	576	7
3010	Diner Hong, Elias	Ferrocarril Oeste	576	7
3011	Mezzabotta, Dante	Spin TDM	576	7
3012	Santa Maria, Roman	Def. Santos Lugares	574	7
3013	Austi, Sebastián	Bar Ping Pong NTE	574	7
3014	Gaglioti, Mauro	River Plate	573	7
3015	Bordenave, Rodolfo	Nikkei TDM	573	7
3016	Lebas, Sebastian	Adrogue Sith Spin	572	7
3017	Basso, Catalina	Gimnasty	572	7
3018	Aponte, Paulina	La Legión TDM	572	7
3019	Ibarra, Sebastian	Lourdes	571	7
3020	Lewinger, Arturo	Libre	571	7
3021	Olivera, Ezequiel	Zenit	571	7
3022	Chiappetta, Nahuel Pablo	Ateneo de Versailles	570	7
3023	Garcia, Leo	Peretz	570	7
3024	Carpio, Sergio Federi	CEDIMA	570	7
3025	Castet Lamelas, Juan Pablo	Bar Ping Pong NTE	570	7
3026	Vargas, Cristian	Atlanta	570	7
3027	Avila, Jorge S	Rioja	569	7
3028	Quiñonez Wu, Maria Jose	Nichia Gakuin	569	7
3029	Jokanovich, Pablo	Estacion Ping Pong	569	7
3030	Arrigorria, Nora Yudith	Padilla	568	7
3031	Garcia, Brian F.	Ingeniero Acosta	568	7
3032	Sarabia, Matias	Lourdes	568	7
3033	Blankleder, Jonathan	Macabi	567	7
3034	Szwarc Winnik, Ezequiel	Atlanta	567	7
3035	Coronel, Sebastián Ariel	Libre	566	7
3036	Leutwyler, Nicolas	Lourdes	566	7
3037	Zanzottera, Lucas	Libertad	566	7
3038	Gliemmo, Joaquin	Libertad	565	7
3039	Cejas, Fernando	Libre	564	7
3040	Gomez, Juan Pablo	Libre	564	7
3041	Mendez, Ricardo	Libre	564	7
3042	Ledesma, Laura	Nikkei TDM	564	7
3043	Mastroberardino, Adrian	Torre Tanque TDM	564	7
3044	Rojas, Mauricio	Padilla	563	7
3045	Umana, Federico	AsociacionYabrudense	563	7
3046	Leonhard, Fernando	Social Club TDM	563	7
3047	Girardi Beauge, Agustin	CTDM Nizetich	562	7
3048	Garcia Agüero, Rodrigo	Instituto Cia. Maria	562	7
3049	Sansalone, Ramiro	U.V.V.A.	562	7
3050	Gomez, Damian	Adrogue Sith Spin	561	7
3051	Cerrate, Emilio	Libertad	561	7
3052	Mincone, Tomas	U.V.V.A.	561	7
3053	Gitelman, Lorena	Sociedad Hebraica	561	7
3054	Franco, Manuel N	Nichia Gakuin	560	7
3055	Morinico, Agustin	Torre Tanque TDM	560	7
3056	Nemeth, Jozsef	CTDM Nizetich	560	7
3057	Bron, Maximiliano	Ateneo de Versailles	559	7
3058	Spinelli, Thiago E.	Ferrocarril Oeste	559	7
3059	Deluca, Santiago	Tigre TDM	558	7
3060	Vasallo, Nicolas	Instituto Cia. Maria	558	7
3061	Muzzupappa, Sergio	Instituto Cia. Maria	558	7
3062	Villegas, Carlos	Jorge Newbery TDM	558	7
3063	Paradela, Nicolás Luis	Libre	557	7
3064	Villaneda, Jorge Luis	Tigre TDM	557	7
3065	Camarero, Ludmila	Def. Santos Lugares	557	7
3066	Lacuadra, Sebastian H.	Club Italiano JCPaz	557	7
3067	Gonzalez, Alan German	CTDM Nizetich	557	7
3068	Barreiro, Bernardo T.	U.V.V.A.	557	7
3069	Goncebat, Daniel	Libre	556	7
3070	Burgos, Nicolas	Fulgor Villa Crespo	556	7
3071	Castañeda Jr., Hugo	Torre Tanque TDM	556	7
3072	Arroyo, Agustina	TMR	555	7
3073	Pombo, Juan Pablo	Ferrocarril Oeste	555	7
3074	Gonzalez, Jonathan	Social Club TDM	555	7
3075	Rebelles, Gabriel	Fenix	555	7
3076	Bof, Leandro P.	Circulo Campano	554	7
3077	Andrade, Facundo	Alvear Club	554	7
3078	Fernandez, Nicolasa	Ferrocarril Oeste	553	7
3079	Garcilazo, Alejandro	Def. Santos Lugares	553	7
3080	Arauco, Angel	Adrogue Sith Spin	552	7
3081	Rienda, Javier	CASA de Padua	552	7
3082	Guadano, Alejandro	Peñarol	552	7
3083	Villegas, Gustavo	Tigre TDM	552	7
3084	Zaniratto, Javier D.	Asoc. Jap. Burzaco	552	7
3085	Blau, Nicolas	Macabi	551	7
3086	Fistzen, Martín	Atlanta	550	7
3087	Beltran, Santiago	Alvear Club	550	7
3088	Ramirez, German G.	Social Club TDM	550	7
3089	Magello, Juan Cruz	Social Club TDM	550	7
3090	Pandelo, Fabrizio	Social Club TDM	550	7
3091	Bredda, Mateo	Social Club TDM	550	7
3092	Vignati, Eduardo A.	Estacion Ping Pong	550	7
3093	Gonzalvez, Marianela	Estacion Ping Pong	550	7
3094	Rodriguez, Alejandro	Estacion Ping Pong	550	7
3095	Gabay, Nestor	Estacion Ping Pong	550	7
3096	Lynn, Patricio	Estacion Ping Pong	550	7
3097	Etchevere, Mariano L.	Estacion Ping Pong	550	7
3098	Lobo Romero, Adrian	Estacion Ping Pong	550	7
3099	Garcia, Claudio	Estacion Ping Pong	550	7
3100	Barrios, Francisco	Estacion Ping Pong	550	7
3101	Corbera, Kevin	Def. Santos Lugares	550	7
3102	Ghini, Gino A.	Def. Santos Lugares	550	7
3103	Ghini, Lucas A.	Def. Santos Lugares	550	7
3104	Sosa Rivas, Roen E.	Def. Santos Lugares	550	7
3105	Gutierrez, Jorge	Social Club TDM	550	7
3106	Enriquez, Neyen Tomas	TMR	550	7
3107	Grigna Matsumoto, Matias	Nichia Gakuin	550	7
3108	Higa, Santiago L.	Peretz	550	7
3109	Liuzzo, Emiliano	Zenit	550	7
3110	Kuo, Yao Ming	Club Urquiza	550	7
3111	Rubacha, Benjamin	Sociedad Hebraica	550	7
3112	Russo, Gonzalo S.	Ferrocarril Oeste	550	7
3113	Sanchez, Ezequiel R.	Circulo Campano	550	7
3114	Corral, Ignacio S.	Circulo Campano	550	7
3115	Caligari, Mario	Social Club TDM	550	7
3116	Rosales, Francisco	Lourdes	550	7
3117	Bovone, Luca Martin	Rioja	550	7
3118	Monzon, Claudia	Rioja	550	7
3119	Argentino, Leandro	Estacion Ping Pong	550	7
3120	Lascalea, Sergio	Estacion Ping Pong	550	7
3121	Estevez, Ricardo	Tigre TDM	550	7
3122	Fujioka, Laura	CASA de Padua	550	7
3123	Viggiano, Federico	San Lorenzo	550	7
3124	Laguna, Santiago H.	Atlanta	550	7
3125	Vazquez, Carlos A.	Banco Nacion	550	7
3126	Albus, Francisco	Atlanta	550	7
3127	Hufnagel, Miguel	Nikkei TDM	550	7
3128	Izquierdo, Christian G.	Club Italiano JCPaz	550	7
3129	Kozono, Tomas A.	Ateneo de Versailles	550	7
3130	Santamaria, Jorge C.	Libre	550	7
3131	Pineda, Federico	Tigre TDM	550	7
3132	Alonso, Ayrton	Atlanta	550	7
3133	Ramirez, Martin G.	Circulo Campano	550	7
3134	Sigot, Jonatan	CAVA	550	7
3135	Loaiza, Nicolas	CAVA	550	7
3136	Contreras Rocca, Lautaro	Club Italiano JCPaz	550	7
3137	Miño, Alan J.	Jorge Newbery TDM	550	7
3138	Boronat, Silvia	TMR	548	7
3139	Teubal, Julian	Nikkei TDM	548	7
3140	Fitte, Bruno	Gimnasty	548	7
3141	Carrillo, Alejandro	Atlanta	548	7
3142	Seculini, Nicolas A.	Adrogue Sith Spin	548	7
3143	Galardi, Daniel	Torre Tanque TDM	548	7
3144	Weber, Evelina	Fulgor Villa Crespo	547	7
3145	Lopez, Lautaro	Peretz	547	7
3146	Gualtieri, Hector Julian	El Galpong	547	7
3147	Marcó, Maria Adela	Tigre TDM	546	7
3148	Rodriguez Palencia, Carlos M.	Estacion Ping Pong	546	7
3149	Minoli, Tomas	Rioja	544	7
3150	Medina Barrios, Isaias	Oeste TDM	544	7
3151	Romero, Enzo	Oeste TDM	543	7
3152	Furszyfer, Matias	Atlanta	543	7
3153	Kuell, Nayla	CEDIMA	543	7
3154	Chocor Velit, Eleazar	Lourdes	542	7
3155	Torres, Tomas	Libertad	542	7
3156	Strongoli, Luis I.g	Estacion Ping Pong	542	7
3157	Barreto, Reynaldo	Def. Santos Lugares	542	7
3158	Garnis, Maria Lara	Libertad	542	7
3159	Perez, Agustin	Lourdes	542	7
3160	Perez, Mirna A.	Torre Tanque TDM	542	7
3161	Arakaki, Aylin	Peñarol	541	7
3162	Toscano Tonon, Pedro	Ateneo de Versailles	541	7
3163	Sada, Martin N.	AsociacionYabrudense	540	7
3164	Majevsky, Javier	Nikkei TDM	540	7
3165	Elizarraga, Eduardo	CPCN Villa Gesell	539	7
3166	Baldino Riesco, Augusto	Def. Santos Lugares	538	7
3167	Gonzalez, Hector	Oeste TDM	538	7
3168	Cribioli, Ignacio	U.V.V.A.	538	7
3169	Acosta, Lucas U.	Fenix	538	7
3170	Carrillo, Hernan H.	Adrogue Sith Spin	538	7
3171	Saucedo, Pablo	Circulo Campano	538	7
3172	Bagnato, Alejandro	Instituto Cia. Maria	538	7
3173	Añez Castillo, Andres	Nikkei TDM	537	7
3174	Fernandez A., María del Carmen	Ferrocarril Oeste	536	7
3175	Roverano, Manuel	La Legión TDM	536	7
3176	Provenza, Cesar J	La Legión TDM	535	7
3177	Belsito, Martin	CASA de Padua	535	7
3178	Filiponne, Pablo D.	Ateneo de Versailles	534	7
3179	Rodriguez, Benjamin	Gimnasty	534	7
3180	Ortega, Matias	CEDIMA	534	7
3181	Rosen, Gustavo	La Legión TDM	533	7
3182	Tomasello, Juan S.	Def. Santos Lugares	533	7
3183	Garrone, Constanza	Libre	533	7
3184	Castellano, Sophia Liz	Oeste TDM	533	7
3185	Zhang, Zhen Ai	Atlanta	533	7
3186	Vence, Martin	CASA de Padua	532	7
3187	Tosolini, Leonardo	Bersie TDM	532	7
3188	Nishihigahara, Gustavo	Def. Santos Lugares	531	7
3189	Troncoso, Alejandro	Estacion Ping Pong	531	7
3190	Caamaño, Ignacio	Estacion Ping Pong	531	7
3191	Matsuda, Axel	Nikkei TDM	531	7
3192	Faranca, Santiago	Social Club TDM	531	7
3193	Pustelnik, Jose Luis	Def. Santos Lugares	530	7
3194	Cuenca, Roy	Instituto Cia. Maria	530	7
3195	Del Roio, Agustin	Fenix	529	7
3196	Bustos, Ivan E.	Ateneo de Versailles	529	7
3197	Castells, Fernando	Spin TDM	529	7
3198	Soñora, Hernan	Libre	528	7
3199	Silva, Jorge E.	Ateneo de Versailles	528	7
3200	Lopez, Walter	Social Club TDM	528	7
3201	Gomez, Marcelo L.	CAVA	528	7
3202	Alguacil, Cristian	Libre	527	7
3203	Paladino, Martin	Ateneo de Versailles	527	7
3204	Masedra, Alejandro	Estacion Ping Pong	527	7
3205	Aguilar Diaz, Jefferson	Club Urquiza	527	7
3206	Kovasic, Diego	La Legión TDM	526	7
3207	Salcedo, Leonardo	San Lorenzo	526	7
3208	Mancebo, Genaro Nahuel	Libre	526	7
3209	Sassoon, Maximiliano	River Plate	526	7
3210	Bernardez, Victor	Bersie TDM	525	7
3211	Verona, Mariano	Ateneo de Versailles	525	7
3212	Briones, Federico	Fenix	525	7
3213	Cabezas, Rodrigo	Intendente Agüero	525	7
3214	Tommasi ,Joaquin	Intendente Agüero	525	7
3215	Diaz, Gabriel	La Legión TDM	525	7
3216	Dorado Garcia, Alan Yael	La Legión TDM	525	7
3217	Sequeira, Maximiliano	TMR	525	7
3218	Loiseau Buchele, Amarinda	TMR	525	7
3219	Gomez Kiss, Roman	TMR	525	7
3220	Erlich, Thiago	Villa Sahores	525	7
3221	Caracciolo, Fernando (F)	Rioja	525	7
3222	Barrios, Diego A.	Club Italiano JCPaz	525	7
3223	Falcon, Francisco	Tigre TDM	525	7
3224	Carlos, Franco	Club Urquiza	524	7
3225	De Rovere, Leandro	Club Urquiza	524	7
3226	Siderio, Alejandro	Top Minc	524	7
3227	Garcia, Juan Manuel	Yupanqui	524	7
3228	Ditzel, Trinidad	Oeste TDM	524	7
3229	Peralta, Sebastian	Fenix	524	7
3230	Lerman, Fernando	Fenix	524	7
3231	Bale, Leandro	Fenix	524	7
3232	Crisanti, Francesco	Nichia Gakuin	524	7
3233	Mac Dougall, Lautaro	Nichia Gakuin	524	7
3234	Gonzalez, Javier P	Nichia Gakuin	524	7
3235	Perelstein, Tomas	Top Minc	524	7
3236	Dorfman, Damian	Libre	524	7
3237	Presas, Alfredo	Peretz	524	7
3238	Ferrari, Alberto	Peretz	524	7
3239	Maeto, Sinei	Peretz	524	7
3240	Vizgarra, Gustavo	Peretz	524	7
3241	Hernandez, Mariano	Peretz	524	7
3242	Hernandez, Andres	Peretz	524	7
3243	Vizgarra, Lucas	Peretz	524	7
3244	Poncini, Claudio	Peretz	524	7
3245	Baez, Veronica	Peretz	524	7
3246	Villavicencio, Hernan	La Patriada	524	7
3247	Higa, Luisa	La Patriada	524	7
3248	Freytes, Esteban	Libre	524	7
3249	Caro Langwagen, Fabrizio	Club Urquiza	524	7
3250	Bonnin, Marta Beatriz	Peretz	524	7
3251	Buquete, Lautaro	Top Minc	524	7
3252	Gomez, Raul Ariel	Nichia Gakuin	524	7
3253	Poli, Canela	Fenix	524	7
